vorher,xHull,0,350,560,700,910,1540,1750,1890,2100,2450,2800,3010,3150,3360,3990,4200,4340,4550,4900,5250,5460,5600,5810,6440,6650,6790,7000,7280
nachher,xHull,0,350,560,700,910,1540,1750,1890,2100,2450,2800,3010,3150,3360,3990,4200,4340,4550,4900,5250,5460,5600,5810,6440,6650,6790,7000
vorher,xHull,280,490,770,980,1470,1680,1960,2170,2730,2940,3220,3430,3920,4130,4410,4620,5180,5390,5670,5880,6370,6580,6860,7070,7210
nachher,xHull,280,490,770,980,1470,1680,1960,2170,2730,2940,3220,3430,3920,4130,4410,4620,5180,5390,5670,5880,6370,6580,6860,7070
vorher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140,7210
nachher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140
vorher,xHull,140,420,840,1120,1330,1610,2030,2310,2590,2870,3290,3570,3780,4060,4480,4760,5040,5320,5740,6020,6230,6510,6930,7210
nachher,xHull,140,420,840,1120,1330,1610,2030,2310,2590,2870,3290,3570,3780,4060,4480,4760,5040,5320,5740,6020,6230,6510,6930,7210
vorher,xHull,70,350,560,700,910,1190,1260,1540,1750,1890,2100,2380,2520,2800,3010,3150,3360,3640,3710,3990,4200,4340,4550,4830,4970,5250,5460,5600,5810,6090,6160,6440,6650,6790,7000,7210
nachher,xHull,70,350,560,700,910,1190,1260,1540,1750,1890,2100,2380,2520,2800,3010,3150,3360,3640,3710,3990,4200,4340,4550,4830,4970,5250,5460,5600,5810,6090,6160,6440,6650,6790,7000,7280
vorher,xHull,0,280,490,770,980,1470,1680,1960,2170,2450,2730,2940,3220,3430,3920,4130,4410,4620,4900,5180,5390,5670,5880,6370,6580,6860,7070,7210
nachher,xHull,0,280,490,770,980,1470,1680,1960,2170,2450,2730,2940,3220,3430,3920,4130,4410,4620,4900,5180,5390,5670,5880,6370,6580,6860,7070
vorher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140,7210
nachher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140
vorher,xHull,140,420,840,1120,1330,1610,2030,2310,2590,2870,3290,3570,3780,4060,4480,4760,5040,5320,5740,6020,6230,6510,6930,7210
nachher,xHull,140,420,840,1120,1330,1610,2030,2310,2590,2870,3290,3570,3780,4060,4480,4760,5040,5320,5740,6020,6230,6510,6930,7210
vorher,xHull,70,350,560,700,910,1190,1260,1540,1750,1890,2100,2380,2520,2800,3010,3150,3360,3640,3710,3990,4200,4340,4550,4830,4970,5250,5460,5600,5810,6090,6160,6440,6650,6790,7000,7210
nachher,xHull,70,350,560,700,910,1190,1260,1540,1750,1890,2100,2380,2520,2800,3010,3150,3360,3640,3710,3990,4200,4340,4550,4830,4970,5250,5460,5600,5810,6090,6160,6440,6650,6790,7000,7280
vorher,xHull,0,280,490,770,980,1470,1680,1960,2170,2450,2730,2940,3220,3430,3920,4130,4410,4620,4900,5180,5390,5670,5880,6370,6580,6860,7070,7210
nachher,xHull,0,280,490,770,980,1470,1680,1960,2170,2450,2730,2940,3220,3430,3920,4130,4410,4620,4900,5180,5390,5670,5880,6370,6580,6860,7070
vorher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140,7210
nachher,xHull,210,630,1050,1400,1820,2240,2660,3080,3500,3850,4270,4690,5110,5530,5950,6300,6720,7140
